,id,agent,type,confidence,security,validated
213,3266763733,ClaudeCode,feat,10,1,1
214,3267110060,ClaudeCode,fix,9,1,1
215,3226800461,ClaudeCode,feat,10,1,1
216,3229176248,ClaudeCode,feat,9,0,0
217,3229333583,ClaudeCode,fix,10,0,0
218,3229710961,ClaudeCode,feat,9,0,0
219,3229732955,ClaudeCode,feat,10,1,1
220,3230307499,ClaudeCode,feat,10,0,0
221,3230351703,ClaudeCode,fix,10,0,0
222,3159415433,ClaudeCode,fix,10,1,1
223,3160495699,ClaudeCode,feat,10,0,0
224,3160647911,ClaudeCode,feat,10,1,1
225,3160653118,ClaudeCode,feat,10,1,1
226,3160894112,ClaudeCode,feat,10,0,0
227,3161355858,ClaudeCode,feat,10,1,0
228,3161358535,ClaudeCode,feat,10,0,0
229,3163243464,ClaudeCode,fix,10,0,0
230,3164250713,ClaudeCode,feat,10,1,1
231,3164258008,ClaudeCode,feat,10,0,0
232,3164310340,ClaudeCode,feat,10,0,0
233,3274362044,ClaudeCode,feat,9,1,1
234,3274741142,ClaudeCode,feat,10,0,0
235,3274969873,ClaudeCode,fix,10,1,1
236,3275029115,ClaudeCode,fix,9,0,0
237,3275097396,ClaudeCode,feat,9,0,0
238,3275134373,ClaudeCode,feat,10,0,0
239,3275149041,ClaudeCode,feat,9,0,0
240,3275367954,ClaudeCode,feat,10,0,0
241,3275448809,ClaudeCode,feat,10,1,0
242,3275455685,ClaudeCode,feat,10,1,0
243,3275609390,ClaudeCode,fix,10,0,0
244,3276585540,ClaudeCode,feat,10,0,0
245,3276605733,ClaudeCode,feat,9,0,0
246,3253582273,ClaudeCode,docs,8,0,0
247,3254261062,ClaudeCode,feat,8,0,0
248,3254644542,ClaudeCode,docs,10,1,0
249,3254647682,ClaudeCode,perf,9,0,0
250,3254649795,ClaudeCode,feat,9,0,0
251,3255142482,ClaudeCode,refactor,10,0,0
252,3196885081,ClaudeCode,refactor,9,0,0
253,3197344409,ClaudeCode,feat,10,0,0
254,3197436829,ClaudeCode,fix,9,1,0
255,3197484474,ClaudeCode,refactor,9,0,0
256,3197644488,ClaudeCode,docs,10,0,0
257,3166199077,ClaudeCode,feat,10,0,0
258,3166521009,ClaudeCode,feat,10,0,0
259,3166710563,ClaudeCode,feat,10,0,0
260,3166880168,ClaudeCode,refactor,9,0,0
261,3167450477,ClaudeCode,feat,10,0,0
262,3168125372,ClaudeCode,feat,9,0,0
263,3168142663,ClaudeCode,build,9,1,0
264,3147421099,ClaudeCode,feat,10,0,0
265,3147721605,ClaudeCode,feat,10,0,0
266,3150229181,ClaudeCode,fix,10,0,0
267,3150240545,ClaudeCode,feat,10,1,1
268,3150393125,ClaudeCode,refactor,9,0,0
269,3151360963,ClaudeCode,fix,9,1,1
270,3207894445,ClaudeCode,fix,10,0,0
271,3207905993,ClaudeCode,feat,9,0,0
272,3207910026,ClaudeCode,feat,9,0,0
273,3207914894,ClaudeCode,feat,9,1,1
274,3207921071,ClaudeCode,refactor,9,0,0
275,3208559377,ClaudeCode,fix,9,0,0
276,3208990831,ClaudeCode,feat,10,0,0
277,3209373025,ClaudeCode,feat,10,0,0
278,3209723205,ClaudeCode,fix,10,0,0
279,3210688776,ClaudeCode,test,10,0,0
280,3210837112,ClaudeCode,fix,9,0,0
281,3211505201,ClaudeCode,feat,9,0,0
282,3212206965,ClaudeCode,feat,10,1,1
283,3212218608,ClaudeCode,fix,10,0,0
284,3212306696,ClaudeCode,fix,10,1,0
285,3184725856,ClaudeCode,fix,10,1,0
286,3184850059,ClaudeCode,refactor,10,0,0
287,3185547207,ClaudeCode,feat,10,0,0
288,3185859728,ClaudeCode,feat,10,0,0
289,3118662815,ClaudeCode,fix,10,0,0
290,3119417980,ClaudeCode,feat,10,1,0
291,3119750112,ClaudeCode,fix,10,0,0
292,3120774449,ClaudeCode,feat,10,0,0
293,3120813048,ClaudeCode,fix,10,0,0
294,3124189482,ClaudeCode,docs,10,0,0
295,3124293906,ClaudeCode,feat,10,0,0
296,3124372773,ClaudeCode,feat,10,0,0
297,3124595999,ClaudeCode,feat,10,0,0
298,3105926969,ClaudeCode,feat,10,1,1
299,3234650797,ClaudeCode,feat,9,0,0
300,3234660269,ClaudeCode,fix,10,0,0
301,3235103212,ClaudeCode,feat,10,1,1
302,3235395709,ClaudeCode,fix,10,0,0
303,3235659006,ClaudeCode,feat,10,0,0
304,3235820229,ClaudeCode,feat,10,1,0
305,3237343612,ClaudeCode,fix,10,0,0
306,3222268735,ClaudeCode,feat,10,0,0
307,3223177403,ClaudeCode,refactor,9,0,0
308,3223924413,ClaudeCode,fix,10,0,0
309,3224085262,ClaudeCode,feat,10,0,0
310,3269032263,ClaudeCode,feat,9,1,0
311,3269703997,ClaudeCode,fix,10,1,1
312,3269741497,ClaudeCode,feat,10,0,0
313,3269831635,ClaudeCode,fix,10,1,0
314,3269888763,ClaudeCode,fix,10,0,0
315,3270842985,ClaudeCode,fix,10,0,0
316,3271014961,ClaudeCode,feat,10,1,0
317,3271045504,ClaudeCode,refactor,9,1,0
318,3271050710,ClaudeCode,fix,10,0,0
319,3271081741,ClaudeCode,feat,9,0,0
320,2903936265,ClaudeCode,feat,9,0,0
321,2905670458,ClaudeCode,feat,9,0,0
322,2905716327,ClaudeCode,refactor,10,0,0
323,2905748105,ClaudeCode,refactor,10,0,0
324,2908771855,ClaudeCode,feat,9,0,0
325,2909640593,ClaudeCode,feat,10,0,0
326,2912546402,ClaudeCode,feat,9,1,1
327,2914277614,ClaudeCode,fix,9,0,0
328,2914376188,ClaudeCode,feat,9,0,0
329,2915198291,ClaudeCode,docs,10,0,0
330,2915204489,ClaudeCode,docs,10,0,0
331,2915784381,ClaudeCode,refactor,10,0,0
332,2916677326,ClaudeCode,refactor,10,0,0
333,2918329879,ClaudeCode,docs,9,0,0
334,2920999550,ClaudeCode,feat,9,0,0
335,2921044123,ClaudeCode,fix,9,0,0
336,2922672896,ClaudeCode,feat,9,0,0
337,3238330931,ClaudeCode,fix,10,0,0
338,3238444749,ClaudeCode,fix,10,1,1
339,3238483606,ClaudeCode,fix,10,1,1
340,3238491477,ClaudeCode,fix,10,1,1
341,3238626702,ClaudeCode,fix,10,0,0
342,3240533897,ClaudeCode,feat,10,1,1
343,3241545126,ClaudeCode,feat,9,0,0
344,3241611660,ClaudeCode,build,9,0,0
345,3241840766,ClaudeCode,feat,10,0,0
346,3241861541,ClaudeCode,docs,10,1,1
347,3225725945,ClaudeCode,fix,10,0,0
348,3225792521,ClaudeCode,fix,10,0,0
349,3225792685,ClaudeCode,fix,10,0,0
350,3226043406,ClaudeCode,feat,10,0,0
351,3226060777,ClaudeCode,feat,10,0,0
352,3226145369,ClaudeCode,feat,9,0,0
353,3226401427,ClaudeCode,fix,10,1,0
354,3226434542,ClaudeCode,feat,10,0,0
355,3226475067,ClaudeCode,chore,10,0,0
356,3226500911,ClaudeCode,chore,10,0,0
357,3226627949,ClaudeCode,feat,10,0,0
358,3226645641,ClaudeCode,feat,10,0,0
359,3267198858,ClaudeCode,fix,10,0,0
360,3267602007,ClaudeCode,feat,10,1,1
361,3267605140,ClaudeCode,docs,10,1,1
362,2922676503,ClaudeCode,feat,10,1,1
363,2925282771,ClaudeCode,docs,9,0,0
364,2936982220,ClaudeCode,chore,10,0,0
365,2959025892,ClaudeCode,fix,9,0,0
366,2964008111,ClaudeCode,docs,10,0,0
367,2964743634,ClaudeCode,feat,8,0,0
368,2970665095,ClaudeCode,build,10,0,0
369,2973533797,ClaudeCode,feat,9,0,0
370,2974498229,ClaudeCode,build,8,0,0
371,2974598623,ClaudeCode,refactor,9,0,0
372,2975165913,ClaudeCode,fix,10,0,0
373,2980205609,ClaudeCode,test,9,0,0
374,2985351959,ClaudeCode,docs,10,1,1
375,2986072834,ClaudeCode,feat,9,0,0
376,2986431376,ClaudeCode,docs,10,0,0
377,2990012909,ClaudeCode,docs,10,0,0
378,2997643146,ClaudeCode,feat,9,0,0
379,3007785025,ClaudeCode,fix,10,0,0
380,3029855439,ClaudeCode,fix,10,0,0
381,3037457814,ClaudeCode,feat,9,0,0
382,3037985682,ClaudeCode,feat,10,0,0
383,3047699666,ClaudeCode,test,9,1,1
384,3054252195,ClaudeCode,fix,10,0,0
385,3057825906,ClaudeCode,fix,9,0,0
386,3255598859,ClaudeCode,chore,10,0,0
387,3256172444,ClaudeCode,feat,10,0,0
388,3256692785,ClaudeCode,feat,9,1,1
389,3257102140,ClaudeCode,feat,9,0,0
390,3257241051,ClaudeCode,feat,9,0,0
391,3257330452,ClaudeCode,feat,10,0,0
392,3257359947,ClaudeCode,feat,10,0,0
393,3258270000,ClaudeCode,feat,10,0,0
394,3258566467,ClaudeCode,feat,9,0,0
395,3190681974,ClaudeCode,fix,10,0,0
396,3193198936,ClaudeCode,feat,10,0,0
397,3193248030,ClaudeCode,feat,10,0,0
398,3193786351,ClaudeCode,chore,10,0,0
399,3194442530,ClaudeCode,feat,9,0,0
400,3194483657,ClaudeCode,docs,10,0,0
401,3277239540,ClaudeCode,fix,10,0,0
402,3277329042,ClaudeCode,fix,10,0,0
403,3277570981,ClaudeCode,fix,10,0,0
404,3277943226,ClaudeCode,fix,10,0,0
405,3069923749,ClaudeCode,docs,9,0,0
406,3069942339,ClaudeCode,feat,8,0,0
407,3069944091,ClaudeCode,docs,9,0,0
408,3070114059,ClaudeCode,chore,10,0,0
409,3070149818,ClaudeCode,fix,10,0,0
410,3070160046,ClaudeCode,chore,10,0,0
411,3078006902,ClaudeCode,feat,8,0,0
412,3079303421,ClaudeCode,feat,10,0,0
413,3170104958,ClaudeCode,fix,10,0,0
414,3171863473,ClaudeCode,fix,9,0,0
415,3171901980,ClaudeCode,feat,9,1,0
416,3172647828,ClaudeCode,fix,10,0,0
417,3172785852,ClaudeCode,feat,10,1,0
418,3173165718,ClaudeCode,chore,9,0,0
419,3173233374,ClaudeCode,feat,10,0,0
420,3173971926,ClaudeCode,feat,9,0,0
421,3151798896,ClaudeCode,feat,10,0,0
422,3151873955,ClaudeCode,feat,10,0,0
423,3152317896,ClaudeCode,feat,10,0,0
424,3153985254,ClaudeCode,ci,9,0,0
425,3154096278,ClaudeCode,feat,10,0,0
426,3154339119,ClaudeCode,fix,10,0,0
427,3154517662,ClaudeCode,feat,8,0,0
428,3154662508,ClaudeCode,feat,10,1,1
429,3154699305,ClaudeCode,feat,10,0,0
430,3154734636,ClaudeCode,feat,9,0,0
431,3154770102,ClaudeCode,feat,10,0,0
432,3155322770,ClaudeCode,refactor,10,0,0
433,3156775134,ClaudeCode,test,10,0,0
434,3158615630,ClaudeCode,feat,10,0,0
435,3158776739,ClaudeCode,feat,10,0,0
436,3158802702,ClaudeCode,feat,10,0,0
437,3158818689,ClaudeCode,feat,9,1,0
438,3159212731,ClaudeCode,fix,10,0,0
439,3206405036,ClaudeCode,fix,10,1,1
440,3206405282,ClaudeCode,feat,10,1,0
441,3206405566,ClaudeCode,feat,10,1,1
442,3206510254,ClaudeCode,feat,10,0,0
443,3206889625,ClaudeCode,feat,10,1,0
444,3206950313,ClaudeCode,feat,10,1,0
445,3207221136,ClaudeCode,fix,10,1,1
446,3246897503,ClaudeCode,build,9,0,0
447,3186370783,ClaudeCode,feat,9,0,0
448,3127930821,ClaudeCode,feat,10,0,0
449,3128534413,ClaudeCode,feat,9,0,0
450,3128559622,ClaudeCode,feat,10,0,0
451,3128646283,ClaudeCode,feat,9,0,0
452,3128713996,ClaudeCode,feat,9,0,0
453,3128824166,ClaudeCode,docs,10,0,0
454,3131363751,ClaudeCode,feat,10,1,1
455,3132009446,ClaudeCode,docs,9,0,0
456,3132093324,ClaudeCode,refactor,9,0,0
457,3132378621,ClaudeCode,feat,10,0,0
458,3132410695,ClaudeCode,test,10,0,0
459,3221043102,Copilot,feat,9,0,0
460,3221049488,Copilot,fix,8,0,0
461,3221072168,Copilot,feat,9,1,0
462,3221167892,Copilot,feat,9,0,0
463,3221209477,Copilot,feat,9,1,0
464,3221209707,Copilot,feat,9,0,0
465,3221217744,Copilot,feat,9,0,0
466,3221235980,Copilot,feat,10,0,0
467,3128896513,Copilot,fix,10,0,0
468,3128948216,Copilot,fix,10,0,0
469,3128970557,Copilot,fix,10,0,0
470,3129029549,Copilot,feat,9,1,0
471,3129041184,Copilot,refactor,9,0,0
472,3129054890,Copilot,refactor,9,0,0
473,3129063731,Copilot,fix,10,1,0
474,3129102020,Copilot,feat,9,0,0
475,3129102032,Copilot,fix,10,0,0
476,3129105671,Copilot,fix,10,0,0
477,3250992083,Copilot,docs,10,0,0
478,3251035072,Copilot,feat,10,0,0
479,3251416645,Copilot,fix,10,0,0
480,3251419718,Copilot,fix,10,0,0
481,3206197492,Copilot,fix,9,0,0
482,3206203957,Copilot,fix,10,0,0
483,3206210379,Copilot,fix,9,0,0
484,3206217949,Copilot,docs,9,0,0
485,3206230540,Copilot,fix,10,0,0
486,3206231176,Copilot,fix,10,1,1
487,3206231303,Copilot,fix,9,0,0
488,3206264749,Copilot,feat,10,0,0
489,3185504393,Copilot,feat,9,0,0
490,3124605364,Copilot,fix,10,0,0
491,3124649893,Copilot,test,10,0,0
492,3124658074,Copilot,test,9,0,0
493,3124676438,Copilot,fix,10,0,0
494,3124709717,Copilot,chore,10,0,0
495,3124811802,Copilot,feat,10,1,1
496,3124835441,Copilot,feat,9,0,0
497,3124984990,Copilot,feat,9,0,0
498,3125000701,Copilot,feat,9,0,0
499,3125006498,Copilot,feat,9,0,0
500,3125029980,Copilot,feat,9,0,0
501,3125046151,Copilot,fix,10,0,0
502,3125055640,Copilot,refactor,9,0,0
503,3268113550,Copilot,test,10,0,0
504,3268145278,Copilot,feat,8,1,0
505,3268164028,Copilot,fix,10,1,0
506,3268184875,Copilot,docs,10,0,0
507,3268208096,Copilot,fix,9,0,0
508,3268223958,Copilot,refactor,9,0,0
509,3268294728,Copilot,ci,9,0,0
510,3108861090,Copilot,chore,9,0,0
511,3108908027,Copilot,feat,9,0,0
512,3109263417,Copilot,fix,9,0,0
513,3109359968,Copilot,fix,10,0,0
514,3109377617,Copilot,fix,9,0,0
515,3109408352,Copilot,feat,9,0,0
516,3109511414,Copilot,fix,10,1,0
517,3109513181,Copilot,feat,10,0,0
518,3109523791,Copilot,fix,10,0,0
519,3109525942,Copilot,fix,10,0,0
520,3109541003,Copilot,feat,9,0,0
521,3109581531,Copilot,feat,10,0,0
522,3150841632,Copilot,fix,10,0,0
523,3150912798,Copilot,feat,9,0,0
524,3150960964,Copilot,fix,10,1,1
525,3150971698,Copilot,feat,9,0,0
526,3151002300,Copilot,perf,9,0,0
527,3151126402,Copilot,test,9,0,0
528,3151210646,Copilot,feat,9,0,0
529,3151211971,Copilot,feat,9,0,0
530,3151219647,Copilot,fix,9,0,0
531,3151237217,Copilot,fix,10,1,1
532,3151242547,Copilot,feat,9,0,0
533,3151249906,Copilot,feat,10,0,0
534,3151370964,Copilot,perf,9,0,0
535,3151403816,Copilot,fix,10,0,0
536,3151403894,Copilot,feat,10,0,0
537,3151417956,Copilot,fix,10,0,0
538,3151439757,Copilot,fix,10,1,0
539,3151469750,Copilot,refactor,9,0,0
540,3215964049,Copilot,fix,10,0,0
541,3215992008,Copilot,feat,10,0,0
542,3216013583,Copilot,feat,9,0,0
543,3216159293,Copilot,ci,9,0,0
544,3216175364,Copilot,feat,10,0,0
545,3216189960,Copilot,fix,10,0,0
546,3216197213,Copilot,fix,10,1,0
547,3216208267,Copilot,fix,10,0,0
548,3234025898,Copilot,build,9,0,0
549,3234026322,Copilot,feat,10,0,0
550,3234061012,Copilot,fix,10,0,0
551,3234065894,Copilot,chore,9,0,0
552,3234115546,Copilot,fix,10,0,0
553,3234121023,Copilot,revert,10,0,0
554,3234138504,Copilot,fix,10,0,0
555,3234152217,Copilot,feat,10,0,0
556,3234170949,Copilot,chore,9,0,0
557,3234200031,Copilot,fix,10,0,0
558,3234203382,Copilot,build,9,1,1
559,3261928264,Copilot,feat,10,0,0
560,3190424487,Copilot,test,9,0,0
561,3190486831,Copilot,fix,10,1,0
562,3190514750,Copilot,fix,10,0,0
563,3190536492,Copilot,build,9,0,0
564,3190548666,Copilot,fix,9,0,0
565,3190568208,Copilot,feat,10,1,0
566,3190580432,Copilot,fix,10,1,1
567,3190587739,Copilot,fix,10,1,1
568,3190591891,Copilot,fix,10,1,1
569,3190592102,Copilot,fix,9,0,0
570,3190608451,Copilot,fix,10,0,0
571,3190612638,Copilot,feat,9,0,0
572,3190612959,Copilot,feat,10,0,0
573,3190616003,Copilot,feat,9,1,0
574,3081695764,Copilot,perf,9,0,0
575,3081705392,Copilot,feat,9,0,0
576,3081715193,Copilot,docs,9,0,0
577,3081719238,Copilot,feat,8,0,0
578,3081726196,Copilot,fix,9,0,0
579,3081726892,Copilot,fix,10,1,0
580,3081738226,Copilot,feat,9,1,1
581,3081741730,Copilot,feat,9,1,1
582,3081744530,Copilot,feat,9,1,1
583,3081770176,Copilot,fix,9,0,0
584,3081797109,Copilot,feat,9,1,1
585,3081803622,Copilot,fix,10,0,0
586,3081816195,Copilot,feat,9,0,0
587,3081816409,Copilot,fix,10,1,1
588,3081821271,Copilot,feat,9,1,1
589,3081843650,Copilot,feat,9,1,1
590,3081858153,Copilot,test,9,0,0
591,3081925002,Copilot,feat,9,0,0
592,3081978815,Copilot,feat,9,0,0
593,3081992708,Copilot,fix,9,0,0
594,3081999258,Copilot,refactor,9,0,0
595,3082009689,Copilot,fix,8,0,0
596,3082019461,Copilot,feat,9,0,0
597,3082038772,Copilot,fix,10,1,1
598,3082070083,Copilot,feat,9,0,0
